step,t,target_x,target_y,target_z,gripper_width,pinch_ratio,valid
115,3.8333333333333335,0.45000000000000007,0.25,0.5174558363476351,0.006738680369977311,0.49319695786201784,1
116,3.8666666666666667,0.45000000000000007,0.25,0.5090327700257408,0.006738680369977311,0.49319695786201784,1
117,3.9,0.45000000000000007,0.25,0.5004543050285004,0.006738680369977311,0.49319695786201784,1
118,3.933333333333333,0.45000000000000007,0.25,0.49174302343653026,0.006738680369977311,0.49319695786201784,1
119,3.966666666666667,0.45000000000000007,0.25,0.48292185694724793,0.006738680369977311,0.49319695786201784,1
120,4.0,0.45000000000000007,0.23586562712441195,0.4740140265185051,0.006738680369977311,0.49319695786201784,1
121,4.033333333333333,0.45000000000000007,0.21356889879607577,0.4650429812431041,0.006738680369977311,0.49319695786201784,1
122,4.066666666666666,0.45000000000000007,0.18888389030741526,0.4560323366213942,0.006738680369977288,0.49319695786201734,1
123,4.1,0.45000000000000007,0.16296096330226123,0.4470058123955653,0.006738680369977311,0.49319695786201784,1
124,4.133333333333334,0.45000000000000007,0.1361225509233595,0.43798717010948834,0.006738680369977311,0.49319695786201784,1
125,4.166666666666667,0.45000000000000007,0.10854577949189526,0.42900015055851026,0.006738680369977311,0.49319695786201784,1
126,4.2,0.45000000000000007,0.08038470078081751,0.42006841129386346,0.006738680369977311,0.49319695786201784,1
127,4.233333333333333,0.45000000000000007,0.05179163764859096,0.4112154643462114,0.006738680369977311,0.49319695786201784,1
128,4.266666666666667,0.45000000000000007,0.022920357055692484,0.4024646143322611,0.006738680369977311,0.49319695786201784,1
129,4.3,0.45000000000000007,-0.006074037417824999,0.3938388971073776,0.006738680369977311,0.49319695786201784,1
130,4.333333333333333,0.45000000000000007,-0.035035809327480474,0.38536101912568693,0.006738680369977311,0.49319695786201784,1
131,4.366666666666666,0.45000000000000007,-0.06380940255552128,0.37705329766730217,0.006738680369977311,0.49319695786201784,1
132,4.4,0.45000000000000007,-0.09224027262016543,0.3689376020900136,0.006738680369977311,0.49319695786201784,1
133,4.433333333333334,0.45000000000000007,-0.12017571598689927,0.3610352962600978,0.006738680369977332,0.4931969578620183,1
134,4.466666666666667,0.45000000000000007,-0.14746569011036864,0.35336718231378805,0.006738680369977332,0.4931969578620183,1
135,4.5,0.45000000000000007,-0.17396361929529158,0.34595344589745025,0.006738680369977332,0.4931969578620183,1
136,4.533333333333333,0.45000000000000007,-0.19952718195679517,0.3388136030306175,0.006738680369977332,0.4931969578620183,1
137,4.566666666666666,0.45000000000000007,-0.22401907503533738,0.33196644873175585,0.006738680369977332,0.4931969578620183,1
138,4.6,0.45000000000000007,-0.24532343350636074,0.3303539607717161,0.006738680369977332,0.4931969578620183,1
139,4.633333333333334,0.45000000000000007,-0.24915821803114496,0.3300637129389089,0.006738680369977332,0.4931969578620183,1
140,4.666666666666667,0.45000000000000007,-0.2498484792456061,0.33001146832900363,0.006738680369977332,0.4931969578620183,1
141,4.7,0.45000000000000007,-0.2499727262642091,0.33000206429922063,0.006738680369977332,0.4931969578620183,1
142,4.733333333333333,0.45000000000000007,-0.24999509072755766,0.3300003715738597,0.006738680369977332,0.4931969578620183,1
143,4.766666666666667,0.45000000000000007,-0.2499991163309604,0.33000006688329475,0.006738680369977332,0.4931969578620183,1
144,4.8,0.45000000000000007,-0.2499998409395729,0.33000001203899304,0.006738680369977332,0.4931969578620183,1
145,4.833333333333333,0.45000000000000007,-0.24999997136912314,0.33000000216701875,0.006738680369977332,0.4931969578620183,1
146,4.866666666666666,0.45000000000000007,-0.24999999484644217,0.3300000003900634,0.006738680369977332,0.4931969578620183,1
147,4.9,0.45000000000000007,-0.2499999990723596,0.3300000000702114,0.006738680369977332,0.4931969578620183,1
148,4.933333333333334,0.45000000000000007,-0.24999999983302473,0.3300000000126381,0.006738680369977332,0.4931969578620183,1
149,4.966666666666667,0.45000000000000007,-0.24999999996994446,0.33000000000227486,0.006738680369977332,0.4931969578620183,1
150,5.0,0.45000000000000007,-0.24999999999459002,0.33000000000040947,0.006738680369977332,0.4931969578620183,1
151,5.033333333333333,0.45000000000000007,-0.24999999999902622,0.3300000000000737,0.006738680369977332,0.4931969578620183,1
152,5.066666666666666,0.45000000000000007,-0.24999999999982475,0.3300000000000133,0.006738680369977332,0.4931969578620183,1
153,5.1,0.45000000000000007,-0.24999999999996847,0.3300000000000024,0.006738680369977332,0.4931969578620183,1
154,5.133333333333334,0.45000000000000007,-0.24999999999999434,0.33000000000000046,0.006738680369977332,0.4931969578620183,1
155,5.166666666666667,0.45000000000000007,-0.249999999999999,0.33000000000000007,0.006738680369977332,0.4931969578620183,1
156,5.2,0.45000000000000007,-0.24999999999999983,0.33,0.006738680369977332,0.4931969578620183,1
157,5.233333333333333,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
158,5.266666666666667,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
159,5.3,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
160,5.333333333333333,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
161,5.366666666666666,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
162,5.4,0.45000000000000007,-0.25,0.33,0.006738680369977332,0.4931969578620183,1
163,5.433333333333334,0.45000000000000007,-0.23310418228311458,0.33,0.006738680369977332,0.4931969578620183,1
164,5.466666666666667,0.45000000000000007,-0.2101724832946036,0.33,0.006738680369977332,0.4931969578620183,1
165,5.5,0.45000000000000007,-0.18525084206845419,0.33,0.006738680369977332,0.4931969578620183,1
166,5.533333333333333,0.45000000000000007,-0.15917921280504882,0.33,0.006738680369977332,0.4931969578620183,1
167,5.566666666666666,0.45000000000000007,-0.13222472522017858,0.33,0.006738680369977332,0.4931969578620183,1
168,5.6,0.45000000000000007,-0.10455503069980406,0.33,0.006738680369977332,0.4931969578620183,1
169,5.633333333333334,0.45000000000000007,-0.07632286240253983,0.33,0.006738680369977332,0.4931969578620183,1
170,5.666666666666667,0.45000000000000007,-0.047680597824729345,0.3352475465076795,0.006738680369977332,0.4931969578620183,1
171,5.7,0.45000000000000007,-0.018782209296301228,0.34196848117815615,0.006738680369977332,0.4931969578620183,1
172,5.733333333333333,0.45000000000000007,0.010217064605611689,0.34918463567963764,0.006738680369977332,0.4931969578620183,1
173,5.766666666666667,0.45000000000000007,0.03916146313705351,0.3567041284203609,0.006738680369977332,0.4931969578620183,1
174,5.8,0.45000000000000007,0.0678955238369456,0.36447604556230784,0.006738680369977311,0.49319695786201784,1
175,5.833333333333333,0.45000000000000007,0.09626491461634056,0.37247432670984215,0.006738680369977311,0.49319695786201784,1
176,5.866666666666666,0.45000000000000007,0.12411726215989356,0.3806769088106713,0.006738680369977311,0.49319695786201784,1
177,5.9,0.45000000000000007,0.15130297023570713,0.3890620177887835,0.006738680369977311,0.49319695786201784,1
178,5.933333333333334,0.45000000000000007,0.1776760231665487,0.39760754790251307,0.006738680369977311,0.49319695786201784,1
179,5.966666666666667,0.45000000000000007,0.20309477008365998,0.4062909979031373,0.006738680369977311,0.49319695786201784,1
